0	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
1	153.058861	153.058856	152.854943	152.854932	152.651018	152.651008	152.447094	152.447084	152.24317	152.243154	151.835328	151.835311	151.631398	151.631382	151.223555	151.223539	151.019626	151.01962
2	156.118952	156.118943	155.711032	155.711013	155.303102	155.303082	154.895172	154.895152	154.487241	154.487212	153.671391	153.671362	153.263451	153.263422	152.4476	152.447571	152.03966	152.039651
3	159.179296	159.179281	158.567357	158.567328	157.955404	157.955375	157.343451	157.343422	156.731498	156.731454	155.507606	155.507563	154.895639	154.895595	153.671747	153.671704	153.05978	153.059765
4	162.239783	162.239764	161.423817	161.423778	160.607832	160.607792	159.791846	159.791807	158.975861	158.975801	157.343909	157.34385	156.527904	156.527845	154.895953	154.895894	154.079947	154.079928
5	165.300368	165.300342	164.280368	164.280318	163.260344	163.260293	162.240319	162.240269	161.220295	161.220218	159.180271	159.180195	158.160221	158.160145	156.120198	156.120121	155.100148	155.100123
6	168.361024	168.360992	167.136987	167.136924	165.912919	165.912856	164.688851	164.688787	163.464782	163.464687	161.016677	161.016583	159.792578	159.792483	157.344473	157.344378	156.120373	156.120341
7	171.421738	171.4217	169.99366	169.993584	168.565544	168.565468	167.137428	167.137352	165.709312	165.709198	162.853119	162.853004	161.424965	161.42485	158.568771	158.568657	157.140617	157.140579
8	174.482501	174.482455	172.850379	172.850289	171.218212	171.218122	169.586045	169.585955	167.953879	167.953743	164.68959	164.689455	163.057379	163.057243	159.79309	159.792955	158.160879	158.160834
9	177.543306	177.543253	175.707138	175.707033	173.870917	173.870812	172.034697	172.034592	170.198476	170.198319	166.526088	166.525931	164.689815	164.689657	161.017427	161.01727	159.181154	159.181102
10	180.604148	180.604088	178.563932	178.563811	176.523655	176.523535	174.483379	174.483258	172.443102	172.442921	168.362609	168.362429	166.322273	166.322091	162.24178	162.241599	160.201443	160.201383
11	183.665025	183.664956	181.420758	181.420621	179.176423	179.176286	176.932088	176.931951	174.687753	174.687547	170.199151	170.198946	167.954748	167.954542	163.466147	163.465941	161.221743	161.221675
12	186.725932	186.725854	184.277613	184.277459	181.829218	181.829064	179.380822	179.380668	176.932427	176.932195	172.035713	172.035482	169.58724	169.587009	164.690526	164.690296	162.242054	162.241977
13	189.786866	189.78678	187.134494	187.134323	184.482037	184.481865	181.829579	181.829407	179.177121	179.176863	173.872291	173.872034	171.219748	171.21949	165.914918	165.914661	163.262375	163.262289
14	192.847826	192.847731	189.991399	189.99121	187.134878	187.134688	184.278356	184.278166	181.421834	181.421549	175.708886	175.708601	172.852269	172.851983	167.13932	167.139036	164.282704	164.282609
15	195.908809	195.908705	192.848326	192.848118	189.787739	189.78753	186.727152	186.726943	183.666564	183.666251	177.545494	177.545181	174.484802	174.484489	168.363732	168.363419	165.303041	165.302937
16	198.969813	198.969699	195.705273	195.705045	192.440619	192.440391	189.175965	189.175736	185.91131	185.910967	179.382116	179.381774	176.117347	176.117005	169.588154	169.587811	166.323385	166.323272
